date,team_1,team_2,_map,result_1,result_2,map_winner,
2016-02-27,ALTERNATE aTTaX,Torpedo,Cobblestone,16,13,1,
2016-02-27,Liquid,HellRaisers,Cache,16,4,1,
2016-02-27,Liquid,HellRaisers,Overpass,7,16,2,
2016-02-27,Liquid,HellRaisers,Dust2,16,14,1,
2016-02-27,Dignitas,Cloud9,Cache,13,16,2,
2016-02-27,Renegades,Gambit,Train,11,16,2,
2016-02-27,Orgless,AliGon,Mirage,16,4,1,
2016-02-27,Vexed,Splyce,Mirage,7,16,2,
2016-02-27,Torpedo,AliGon,Mirage,9,16,2,
2016-02-27,ALTERNATE aTTaX,Orgless,Cache,16,13,1,
2016-02-27,SK,CLG,Overpass,13,16,2,
2016-02-26,J2G,MiTH,Cobblestone,16,3,1,
2016-02-26,mousesports,YP,Cobblestone,16,1,1,
2016-02-26,J2G,MiTH,Mirage,16,12,1,
2016-02-26,J2G,MiTH,Overpass,10,16,2,
2016-02-26,MVP.karnal,dream[S]cape,Overpass,16,7,1,
2016-02-26,MVP.karnal,dream[S]cape,Cache,16,10,1,
2016-02-26,Liquid,HellRaisers,Dust2,20,22,2,
2016-02-26,FlipSid3,Selfless,Inferno,16,13,1,
2016-02-26,G2,Tempo Storm,Dust2,16,13,1,
2016-02-26,Liquid,YP,Overpass,16,2,1,
2016-02-26,HellRaisers,mousesports,Mirage,15,19,2,
2016-02-26,SK,Vexed,Train,10,16,2,
2016-02-25,CLG,Selfless,Overpass,16,12,1,
2016-02-25,k1ck,LDLC White,Cache,13,16,2,
2016-02-25,Selfless,CLG,Train,16,6,1,
2016-02-25,OpTic,AGG,Inferno,16,7,1,
2016-02-25,OpTic,AGG,Mirage,16,6,1,
2016-02-25,NRG,Liquid,Dust2,16,14,1,
2016-02-25,CLG,QuetzaL,Dust2,16,8,1,
2016-02-25,CLG,QuetzaL,Mirage,16,3,1,
2016-02-25,Liquid,NRG,Cobblestone,16,12,1,
2016-02-25,Empire,Enso,Cache,16,8,1,
2016-02-25,Empire,Enso,Mirage,16,6,1,
2016-02-25,k1ck,LDLC White,Cobblestone,16,12,1,
2016-02-25,nerdRage,k1ck,Cobblestone,12,16,2,
2016-02-25,k1ck,LDLC White,Dust2,16,10,1,
2016-02-25,nerdRage,k1ck,Inferno,7,16,2,
2016-02-25,fnatic,Astralis,Train,16,12,1,
2016-02-25,fnatic,Astralis,Overpass,16,13,1,
2016-02-25,fnatic,Astralis,Cache,16,2,1,
2016-02-25,Torpedo,Orgless,Cobblestone,16,3,1,
2016-02-25,Torpedo,Orgless,Mirage,16,8,1,
2016-02-25,ENCE,CPH Wolves,Inferno,16,12,1,
2016-02-25,ENCE,CPH Wolves,Dust2,16,10,1,
2016-02-24,Deathtrap,iNation,Train,16,10,1,
2016-02-24,CSGL,Gambit,Cache,16,13,1,
2016-02-24,CSGL,Gambit,Cobblestone,16,8,1,
2016-02-24,Binary Dragons,RCTIC,Train,12,16,2,
2016-02-24,Binary Dragons,RCTIC,Dust2,8,16,2,
2016-02-24,Natus Vincere,NiP,Train,16,13,1,
2016-02-24,AGG,Selfless,Mirage,11,16,2,
2016-02-24,Selfless,AGG,Overpass,16,11,1,
2016-02-24,TSM,ex-Astral Authority,Overpass,16,11,1,
2016-02-24,TSM,ex-Astral Authority,Mirage,16,7,1,
2016-02-24,NiP,Natus Vincere,Mirage,16,10,1,
2016-02-24,Splyce,Winterfox,Mirage,3,16,2,
2016-02-24,Winterfox,Splyce,Cache,2,16,2,
2016-02-24,NiP,mousesports,Overpass,16,14,1,
2016-02-24,ENCE,ALTERNATE aTTaX,Dust2,16,14,1,
2016-02-24,ENCE,ALTERNATE aTTaX,Train,19,17,1,
2016-02-24,AlienTech,gBots,Inferno,8,16,2,
2016-02-24,Platinium,GameAgents,Train,12,16,2,
2016-02-24,AlienTech,gBots,Train,15,19,2,
2016-02-24,fnatic,SK,Cache,16,6,1,
2016-02-24,E-frag.net,CSGL,Cache,16,9,1,
2016-02-24,E-frag.net,CSGL,Cobblestone,6,16,2,
2016-02-24,Platinium,GameAgents,Inferno,16,9,1,
2016-02-24,Platinium,GameAgents,Cobblestone,13,16,2,
2016-02-24,SK,fnatic,Overpass,11,16,2,
